Clients,Average,Std.Dev
50,3.80000,2.63818
50,5.00000,3.22490
50,4.80000,4.35431
50,5.40000,2.80000
50,5.00000,3.52136
50,5.20000,2.48193
50,5.20000,3.18748
50,4.60000,2.80000
50,4.40000,3.72022
50,4.60000,4.31741
50,4.60000,3.00666
50,5.20000,3.31059
50,5.20000,2.99333
50,4.80000,3.70945
50,5.20000,2.99333
50,4.80000,3.54401
50,5.20000,3.96989
50,4.80000,1.93907
50,5.00000,3.40588
50,5.00000,3.28634
50,5.00000,3.46410
50,5.20000,3.31059
50,4.80000,3.48712
50,4.20000,2.56125
50,4.80000,3.96989
50,5.40000,2.80000
50,4.80000,3.48712
50,5.00000,3.46410
50,4.60000,3.20000
50,4.60000,1.95959
50,5.40000,2.57682
50,4.40000,3.49857
50,4.20000,2.78568
50,4.40000,3.07246
50,4.60000,2.05913
50,4.20000,3.65513
50,5.00000,2.96648
50,5.20000,3.12410
50,4.40000,3.49857
50,4.72727,5.25860
50,4.27273,5.02884
50,4.63636,5.31332
50,4.36364,5.10388
50,4.00000,4.30644
50,3.72727,2.76639
50,4.63636,5.51482
50,4.72727,5.15383
50,3.45455,3.57678
50,3.81818,3.29788
50,3.54545,3.22951
50,4.72727,4.67276
50,4.54545,5.58185
50,3.90909,4.50161
50,3.90909,3.26008
50,4.18182,4.76384
50,4.72727,5.42873
50,4.90909,4.94432
50,4.54545,5.80538
50,4.63636,5.64515
50,4.90909,4.98096
50,4.81818,5.02391
50,4.63636,5.74096
50,4.45455,5.24601
50,4.36364,4.73426
50,4.54545,5.38286
50,4.36364,5.34743
50,4.00000,4.47214
50,4.45455,5.19377
50,3.90909,3.47601
50,4.63636,5.31332
50,4.90909,5.83803
50,3.63636,2.93173
50,4.81818,5.40737
50,4.45455,5.24601
50,4.81818,5.30554
50,3.54545,3.55128
50,5.00000,5.57592
50,3.45455,2.80790
50,4.54545,5.08766
50,4.90909,5.93073
50,4.36364,5.10388
50,4.27273,4.84470
50,4.54545,5.46665
50,4.09091,4.56179
50,4.90909,5.03541
50,4.45455,5.12327
50,4.72727,5.15383
50,3.90909,4.50161
50,3.72727,2.95699
50,5.33333,5.41603
50,5.44444,6.81683
50,4.33333,3.52767
50,5.11111,6.29717
50,4.11111,4.67724
50,4.44444,5.43877
50,4.11111,4.58123
50,4.66667,5.84998
50,5.44444,5.90877
50,5.55556,5.51989
50,4.88889,6.20832
50,4.66667,5.79272
50,4.11111,4.53246
50,5.11111,5.30083
50,4.33333,5.86894
50,4.00000,4.08248
50,4.77778,5.92129
50,5.00000,5.31246
50,4.44444,6.14837
50,5.11111,5.42514
50,5.55556,6.23808
50,4.55556,5.39776
50,3.77778,3.25842
50,5.33333,5.86894
50,4.55556,5.98352
50,4.55556,4.96904
50,5.55556,6.51683
50,4.44444,5.16637
50,5.44444,5.77564
50,5.33333,5.07718
50,3.88889,4.14848
50,5.33333,6.01849
50,4.22222,3.39208
50,4.66667,6.03692
50,4.88889,6.20832
50,4.66667,5.14242
50,3.33333,3.85861
50,4.55556,5.20920
50,4.77778,5.07232
50,4.11111,4.48316
50,4.66667,5.79272
50,4.11111,4.58123
50,4.66667,5.57773
50,5.33333,5.81187
50,4.77778,4.87118
50,4.66667,5.79272
50,5.00000,6.01849
50,4.33333,4.98888
50,4.66667,5.07718
50,3.88889,3.95655
100,8.75000,6.86932
100,8.75000,6.60965
100,6.50000,5.12348
100,7.00000,5.14782
100,8.50000,6.80074
100,7.50000,6.34429
100,8.75000,6.41775
100,7.50000,5.31507
100,8.25000,6.13901
100,6.75000,5.53963
100,7.50000,5.59017
100,7.25000,5.93191
100,8.25000,6.53357
100,8.50000,6.10328
100,8.50000,6.57647
100,8.75000,6.41775
100,8.00000,5.74456
100,6.75000,5.11737
100,6.75000,5.11737
100,8.75000,6.86932
100,5.75000,4.32290
100,7.75000,5.67340
100,10.0000,5.24404
100,8.00000,6.55744
100,7.00000,4.30116
100,6.75000,4.96865
100,8.50000,6.18466
100,8.00000,6.04152
100,10.0000,6.04152
100,5.75000,4.96865
100,8.50000,6.10328
100,5.50000,4.38748
100,8.00000,6.55744
100,10.0000,5.38516
100,10.0000,5.38516
100,10.0000,5.24404
100,10.0000,4.63681
100,7.75000,5.67340
100,8.50000,6.80074
100,7.50000,6.34429
100,9.00000,5.61249
100,5.75000,2.38485
100,9.75000,5.40255
100,6.50000,4.55522
100,5.50000,5.02494
100,6.25000,3.96074
100,8.50000,6.98212
100,8.25000,6.13901
100,9.00000,5.61249
100,10.0000,5.24404
100,10.2500,5.11737
100,6.50000,4.55522
100,5.50000,3.20156
100,8.50000,6.22495
100,8.50000,5.93717
100,8.50000,6.10328
100,8.25000,5.93191
100,8.50000,6.26498
100,6.50000,4.55522
100,5.75000,4.32290
100,6.75000,4.96865
100,7.00000,5.95819
100,8.25000,5.84701
100,7.00000,4.69042
100,8.25000,5.80409
100,8.50000,6.80074
100,7.75000,6.13901
100,8.75000,6.41775
100,7.75000,6.13901
100,8.75000,6.60965
100,7.00000,5.14782
100,7.25000,6.37868
100,5.50000,4.55522
100,8.50000,6.10328
100,7.25000,5.53963
100,8.75000,6.41775
100,9.00000,5.61249
100,8.50000,5.72276
100,6.50000,5.59017
100,7.00000,5.95819
100,8.25000,6.53357
100,7.25000,5.53963
100,8.50000,6.50000
100,5.75000,4.81534
100,8.50000,6.50000
100,7.25000,5.53963
100,7.75000,6.13901
100,8.50000,6.22495
100,7.50000,6.34429
100,8.75000,6.60965
100,6.50000,5.12348
100,8.25000,6.57172
100,7.00000,5.52268
100,8.50000,6.57647
100,7.00000,5.95819
100,6.50000,4.71699
100,8.50000,6.80074
100,8.25000,6.75925
100,7.50000,5.93717
100,7.00000,5.95819
100,7.16667,8.00868
100,4.50000,2.14087
100,7.83333,7.00991
100,7.16667,8.45412
100,6.66667,7.31817
100,6.16667,5.84285
100,5.16667,3.57849
100,6.00000,6.73300
100,7.00000,5.77350
100,8.16667,8.11206
100,5.50000,5.61991
100,5.83333,6.36178
100,4.50000,2.92973
100,5.50000,4.31084
100,2.66667,1.49071
100,5.00000,3.60555
100,8.00000,8.18535
100,6.00000,6.73300
100,6.16667,6.64371
100,6.50000,7.38805
100,7.16667,8.05019
100,2.66667,1.49071
100,6.00000,5.03322
100,5.66667,4.67856
100,6.83333,6.86578
100,7.16667,7.22073
100,6.16667,6.64371
100,8.33333,7.34091
100,5.33333,5.28099
100,7.00000,6.85565
100,4.83333,3.67045
100,7.83333,8.19383
100,4.33333,3.54338
100,6.66667,7.76030
100,4.50000,2.92973
100,5.66667,5.99073
100,6.33333,7.01586
100,5.16667,3.97562
100,8.33333,8.47873
100,6.16667,5.39804
100,4.50000,2.56580
100,7.83333,8.21415
100,7.83333,7.64671
100,5.16667,3.97562
100,5.33333,5.28099
100,6.83333,6.93822
100,4.66667,3.29983
100,8.00000,7.87401
100,8.00000,8.56349
100,7.00000,6.85565
100,7.66667,6.64998
100,4.50000,2.14087
100,4.50000,2.92973
100,6.16667,5.39804
100,6.66667,7.34091
100,4.66667,2.21108
100,7.83333,7.00991
100,6.83333,7.71182
100,7.16667,7.22073
100,5.50000,5.61991
100,4.50000,2.92973
100,5.16667,4.91313
100,5.66667,4.67856
100,6.83333,9.49415
100,7.66667,7.73879
100,8.00000,8.14453
100,4.83333,3.93347
100,5.33333,5.28099
100,6.83333,7.71182
100,3.50000,1.60728
100,8.16667,7.33523
100,8.50000,7.36546
100,8.33333,7.34091
100,5.33333,3.94405
100,5.50000,5.61991
100,4.50000,3.54730
100,8.16667,9.04464
100,7.66667,8.05536
100,7.16667,8.00868
100,8.33333,7.34091
100,8.16667,8.35497
100,4.66667,2.86744
100,6.66667,7.76030
100,5.16667,3.97562
100,5.66667,5.99073
100,8.00000,7.37111
100,8.00000,8.14453
100,5.16667,3.57849
100,8.33333,8.07603
100,5.50000,4.31084
100,6.16667,4.74049
100,4.66667,3.90157
100,4.66667,2.49444
100,4.66667,3.29983
100,8.16667,9.42367
100,6.83333,6.93822
100,6.50000,6.57647
100,8.00000,8.14453
100,6.50000,6.57647
100,6.50000,6.21155
100,5.22222,6.30305
100,4.77778,5.07232
100,4.33333,3.46410
100,4.22222,3.18949
100,6.33333,7.21110
100,5.33333,6.27163
100,5.66667,6.54896
100,7.33333,8.44591
100,5.00000,5.69600
100,5.66667,6.89605
100,5.66667,6.87992
100,4.22222,3.52066
100,5.44444,5.61963
100,5.00000,4.71405
100,6.11111,6.87094
100,4.22222,2.61524
100,6.11111,6.60714
100,5.55556,5.63937
100,6.00000,6.84755
100,6.22222,6.90857
100,6.22222,6.77869
100,7.33333,8.20569
100,5.77778,6.24994
100,4.88889,4.40819
100,6.00000,6.91215
100,4.33333,3.46410
100,4.66667,4.08248
100,4.22222,3.48896
100,6.88889,7.90843
100,6.22222,6.66296
100,4.77778,5.07232
100,4.66667,4.42217
100,6.22222,6.90857
100,7.33333,8.20569
100,4.22222,3.52066
100,4.88889,5.06501
100,6.44444,7.02553
100,4.44444,3.46766
100,5.88889,6.83853
100,5.88889,6.29717
100,6.55556,7.16645
100,3.88889,3.31476
100,5.11111,6.00822
100,4.55556,3.77451
100,6.88889,7.50473
100,4.33333,3.46410
100,5.66667,5.94418
100,6.11111,6.60714
100,5.44444,6.25586
100,6.88889,7.56372
100,5.55556,6.56779
100,6.77778,7.50966
100,6.00000,6.91215
100,5.44444,6.60153
100,4.77778,4.10360
100,5.22222,5.09417
100,5.88889,6.53953
100,5.44444,6.60153
100,5.66667,6.56591
100,5.66667,5.94418
100,6.33333,6.73300
100,7.00000,7.55719
100,4.22222,3.55208
100,4.44444,3.46766
100,4.77778,5.07232
100,6.11111,7.15611
100,6.88889,7.90843
100,4.66667,3.80058
100,4.66667,3.80058
100,5.22222,6.32065
100,5.11111,6.00822
100,5.88889,6.83853
100,6.22222,6.77869
100,4.66667,4.42217
100,4.77778,4.73234
100,5.33333,5.31246
100,6.77778,7.81420
100,4.77778,4.75576
100,5.33333,6.61648
100,6.11111,7.15611
100,5.88889,6.29717
100,5.88889,6.26178
100,4.22222,3.18949
100,4.88889,5.74349
100,4.77778,5.07232
100,5.44444,6.81683
100,4.88889,5.38402
100,5.22222,5.95871
100,7.44444,8.44737
100,6.66667,6.91215
100,7.33333,8.20569
100,5.66667,6.89605
100,4.88889,3.81356
100,4.66667,4.08248
100,5.33333,5.33333
100,5.11111,5.06501
100,3.88889,3.31476
100,6.55556,7.31985
100,5.77778,6.56214
100,6.55556,7.07281
100,6.77778,5.28683
100,6.44444,5.33565
100,6.77778,5.59321
100,5.66667,4.96655
100,6.77778,5.47272
100,6.88889,4.74797
100,6.00000,3.82971
100,7.11111,4.93163
100,6.55556,5.29384
100,6.66667,5.33333
100,6.11111,4.22807
100,6.88889,4.77131
100,6.66667,5.53775
100,6.77778,4.68515
100,6.88889,5.27982
100,7.00000,4.89898
100,6.55556,5.39776
100,6.66667,4.32049
100,6.55556,4.66931
100,6.77778,5.55333
100,6.66667,4.61880
100,6.11111,4.12161
100,6.22222,4.07643
100,6.22222,3.96590
100,6.22222,4.23682
100,5.88889,3.89998
100,5.88889,4.43332
100,6.44444,4.21930
100,6.77778,4.75576
100,6.44444,4.34897
100,5.66667,4.37163
100,6.33333,4.16333
100,6.22222,4.21051
100,6.66667,4.57044
100,6.11111,4.06733
100,7.00000,4.83046
100,7.00000,4.61880
100,6.22222,4.07643
100,6.11111,4.22807
100,6.33333,4.13656
100,7.00000,4.92161
100,6.22222,3.93779
100,5.88889,3.75483
100,6.11111,4.22807
100,7.00000,4.73756
100,7.00000,4.85341
100,6.00000,4.64280
100,6.55556,5.39776
100,6.88889,5.40462
100,7.00000,5.14242
100,7.00000,5.01110
100,7.00000,5.31246
100,6.77778,5.39089
100,6.88889,5.17353
100,6.44444,5.43877
100,6.33333,4.16333
100,6.55556,5.39776
100,7.11111,4.58123
100,6.66667,5.55778
100,7.00000,5.14242
100,6.88889,4.77131
100,7.00000,4.57044
100,6.55556,4.52428
100,6.22222,4.21051
100,6.88889,5.27982
100,6.88889,4.81766
100,6.11111,4.12161
100,5.88889,4.77131
100,6.22222,4.10360
100,6.88889,5.08690
100,5.88889,5.13040
100,6.88889,4.88636
100,6.66667,5.49747
100,6.55556,5.25169
100,6.33333,4.13656
100,6.88889,5.40462
100,6.55556,5.29384
100,7.00000,4.92161
100,6.11111,4.14848
100,6.77778,5.55333
100,7.00000,4.80740
100,7.00000,4.85341
100,6.88889,4.81766
100,6.22222,4.23682
100,7.11111,5.08690
100,7.44444,4.69305
100,6.88889,5.17353
100,7.44444,4.92412
100,6.22222,4.28895
100,6.55556,4.52428
100,7.00000,4.78423
100,6.77778,4.75576
100,6.11111,4.01233
100,6.44444,5.33565
100,6.55556,5.39776
100,6.55556,4.42496
100,7.00000,5.24934
100,7.00000,4.57044
100,6.66667,5.53775
100,6.22222,4.23682
100,8.50000,0.500000
100,9.50000,1.50000
100,9.75000,1.08972
100,10.0000,1.87083
100,9.75000,1.08972
100,9.75000,1.47902
100,10.0000,1.87083
100,9.50000,9.20598
100,9.50000,9.34077
100,10.0000,1.87083
100,9.50000,7.12390
100,9.50000,8.76071
100,10.0000,1.87083
100,9.75000,1.92029
100,9.75000,5.62917
100,10.2500,1.63936
100,8.00000,2.12132
100,9.75000,9.49671
100,7.75000,2.48747
100,10.0000,5.52268
100,9.75000,1.47902
100,10.0000,2.91548
100,8.00000,1.87083
100,9.75000,1.47902
100,8.50000,0.866025
100,9.75000,1.78536
100,10.2500,2.77263
100,9.75000,1.92029
100,9.50000,1.65831
100,9.50000,1.50000
100,9.25000,2.16506
100,8.75000,7.79022
100,10.0000,11.2472
100,10.5000,3.77492
100,8.50000,0.500000
100,10.7500,18.0468
100,8.00000,0.707107
100,10.0000,1.87083
100,10.5000,17.6139
100,9.75000,8.92679
100,8.00000,3.39116
100,8.00000,4.94975
100,8.00000,2.44949
100,10.2500,2.16506
100,8.25000,7.08431
100,8.00000,1.22474
100,11.0000,17.9025
100,5.00000,4.63681
100,10.0000,1.87083
100,10.2500,1.63936
100,7.50000,3.64005
100,8.00000,2.12132
100,9.50000,1.50000
100,7.75000,3.34477
100,9.00000,1.22474
100,9.75000,1.92029
100,9.75000,1.92029
100,7.75000,1.63936
100,9.50000,1.65831
100,8.25000,1.78536
100,8.25000,0.433013
100,11.0000,17.9025
100,8.25000,1.92029
100,7.25000,3.26917
100,7.75000,4.60299
100,7.75000,4.43706
100,8.00000,1.58114
100,9.50000,1.65831
100,9.50000,1.11803
100,8.75000,4.91808
100,9.50000,1.50000
100,9.75000,1.78536
100,11.7500,19.7785
100,11.7500,19.7785
100,11.7500,19.7785
100,12.0000,19.6342
100,11.7500,19.7785
100,12.2500,20.6443
100,12.2500,20.0795
100,12.7500,20.9329
100,12.7500,20.9329
100,13.0000,20.7846
100,13.0000,20.7846
100,13.0000,21.9431
100,13.0000,21.9431
100,13.0000,20.7966
100,13.2500,22.3760
100,13.5000,22.2317
100,14.0000,23.0976
100,13.7500,22.6647
100,14.2500,22.9606
100,10.2500,2.58602
100,8.50000,2.29129
100,14.0000,23.0976
100,14.5000,23.9635
100,13.7500,22.0836
100,14.7500,23.8262
100,14.7500,23.8157
100,14.7500,25.5477
100,14.5000,24.5408
100,5.20000,4.44522
100,6.60000,6.21611
100,5.00000,4.04969
100,6.40000,6.31189
100,6.60000,6.21611
100,6.40000,5.81722
100,7.80000,4.95580
100,5.20000,4.44522
100,7.80000,6.36867
100,7.00000,6.03324
100,5.00000,3.63318
100,5.20000,4.01995
100,4.20000,2.40000
100,4.20000,2.40000
100,6.40000,6.82935
100,5.80000,5.63560
100,6.60000,6.21611
100,5.60000,2.49800
100,5.00000,3.57771
100,5.00000,3.63318
100,6.60000,6.21611
100,6.60000,5.81722
100,6.80000,4.66476
100,5.40000,4.40908
100,6.00000,6.03324
100,5.40000,4.40908
100,6.20000,5.91270
100,6.60000,5.74804
100,6.20000,6.40000
100,5.60000,5.23832
100,4.20000,2.40000
100,5.80000,5.19230
100,6.20000,6.40000
100,7.80000,5.77581
100,6.00000,5.58570
100,6.60000,6.24820
100,5.80000,5.63560
100,5.00000,3.63318
100,6.20000,5.91270
100,6.20000,6.43117
100,6.60000,6.24820
100,6.20000,5.97997
100,5.00000,3.63318
100,6.60000,6.71118
100,5.40000,2.33238
100,6.00000,5.51362
100,8.00000,6.38749
100,6.40000,5.85150
100,6.80000,5.15364
100,6.40000,6.31189
100,7.40000,5.42586
100,5.20000,4.44522
100,5.80000,5.19230
100,6.40000,6.82935
100,7.20000,5.49181
100,6.40000,6.31189
100,5.00000,3.34664
100,3.20000,1.32665
100,6.00000,5.51362
100,5.20000,4.44522
100,4.20000,2.92575
100,5.00000,2.09762
100,6.00000,2.68328
100,6.00000,6.03324
100,5.00000,3.63318
100,6.40000,5.85150
100,7.80000,5.77581
100,6.40000,5.04381
100,6.40000,6.82935
100,3.80000,3.31059
100,4.60000,2.72764
100,6.40000,2.57682
100,5.20000,4.44522
100,5.00000,4.04969
100,5.20000,4.44522
100,6.40000,5.85150
100,6.60000,5.74804
100,7.80000,6.24179
100,5.80000,5.19230
100,6.60000,6.71118
100,6.60000,6.24820
100,7.80000,5.77581
100,6.60000,6.71118
100,6.00000,6.03324
100,5.60000,5.23832
100,5.60000,5.23832
100,6.80000,4.91528
100,6.60000,6.71118
100,5.60000,5.23832
100,6.20000,5.91270
100,5.80000,5.63560
100,6.00000,6.03324
100,4.40000,1.85472
100,6.60000,6.71118
100,6.40000,5.85150
100,6.80000,4.91528
100,5.40000,2.33238
100,5.40000,2.24499
100,6.80000,5.70614
100,5.20000,2.40000
100,5.00000,3.34664
100,4.80000,3.94462
100,4.90000,3.01496
100,5.00000,3.37639
100,5.20000,3.21870
100,5.70000,4.56180
100,1.10000,1.51327
100,5.00000,3.25576
100,4.50000,3.77492
100,3.90000,3.91024
100,4.70000,2.45153
100,1.90000,1.51327
100,2.50000,2.37697
100,4.10000,4.45982
100,2.10000,2.25610
100,4.80000,4.06940
100,1.40000,1.95959
100,3.70000,2.68514
100,1.40000,1.42829
100,4.90000,2.84429
100,2.10000,1.37477
100,2.80000,2.48193
100,5.00000,5.65685
100,5.10000,4.57056
100,1.40000,1.42829
100,3.80000,2.92575
100,4.00000,3.19374
100,1.50000,1.62788
100,1.70000,1.61555
100,4.70000,5.21632
100,1.50000,1.56525
100,4.20000,3.84187
100,5.20000,4.30813
100,4.10000,3.85876
100,5.20000,4.53431
100,4.90000,3.17648
100,5.20000,3.48712
100,1.60000,1.68523
100,1.70000,2.05183
100,1.60000,1.56205
100,1.50000,1.56525
100,4.30000,4.05093
100,5.00000,4.56070
100,4.70000,4.98096
100,5.10000,4.78435
100,5.20000,4.55631
100,5.10000,4.65725
100,5.20000,4.01995
100,1.40000,1.42829
100,5.60000,2.97321
100,5.20000,4.21426
100,4.50000,2.76586
100,1.50000,1.68819
100,1.20000,1.53623
100,1.50000,2.01246
100,4.90000,4.39204
100,5.70000,2.83019
100,4.90000,3.14484
100,4.40000,4.07922
100,4.50000,3.77492
100,5.40000,3.52704
100,4.40000,2.90517
100,4.90000,2.87924
100,3.70000,2.32594
100,5.10000,3.38969
100,5.30000,3.34813
100,5.10000,3.96106
100,1.50000,1.91050
100,4.90000,5.71752
100,5.10000,6.10655
100,5.00000,3.19374
100,5.10000,3.59026
100,5.70000,4.22019
100,5.20000,3.42929
100,5.10000,3.30000
100,3.80000,2.35797
100,5.10000,3.30000
100,4.90000,3.01496
100,1.50000,1.91050
100,4.80000,3.05941
100,5.30000,4.07554
100,4.90000,2.98161
100,4.50000,4.00625
100,4.70000,2.68514
100,4.90000,5.30000
100,5.30000,5.04083
100,4.90000,5.26213
100,5.20000,3.21870
100,5.00000,4.56070
100,3.40000,3.10483
100,5.10000,4.94874
100,5.00000,5.65685
100,1.80000,2.27156
100,5.20000,4.85386
100,4.70000,2.64764
100,1.60000,1.68523
100,4.80000,2.99333
100,5.10000,3.59026
100,4.60000,2.49800
100,5.60000,3.46987
100,10.2000,1.93907
100,10.6000,2.72764
100,9.60000,1.74356
100,9.80000,0.979796
100,10.8000,2.99333
100,9.60000,1.20000
100,9.80000,5.34416
100,10.0000,1.89737
100,10.0000,1.89737
100,10.0000,5.21536
100,9.80000,1.72047
100,10.0000,1.67332
100,10.2000,1.46969
100,10.2000,1.46969
100,10.4000,2.80000
100,8.20000,3.81576
100,10.2000,5.03587
100,11.0000,2.96648
100,10.2000,2.03961
100,9.60000,7.70973
100,10.8000,20.6049
100,10.0000,1.67332
100,10.6000,2.57682
100,9.40000,4.67333
100,10.2000,4.95580
100,11.0000,20.5134
100,11.0000,21.5035
100,8.60000,1.74356
100,9.60000,1.49666
100,8.80000,3.37046
100,10.6000,2.05913
100,10.2000,2.56125
100,10.6000,2.15407
100,10.6000,2.57682
100,10.8000,2.78568
100,10.4000,2.41661
100,8.40000,4.12795
100,10.4000,2.24499
100,10.4000,1.62481
100,8.60000,4.17612
100,10.6000,2.05913
100,10.8000,2.71293
100,10.6000,2.57682
100,10.4000,1.85472
100,8.60000,1.62481
100,11.4000,22.3034
100,10.8000,20.6049
100,10.6000,2.41661
100,9.60000,6.24820
100,11.2000,21.9034
100,11.4000,22.3034
100,10.2000,2.22711
100,10.6000,2.41661
100,8.40000,3.82623
100,8.40000,2.33238
100,11.0000,3.68782
100,10.4000,2.57682
100,11.8000,20.2228
100,12.0000,23.0043
100,12.4000,22.8088
100,12.4000,22.8088
100,12.6000,23.2000
100,12.8000,23.6000
100,13.2000,23.4043
100,13.4000,24.3031
100,13.6000,24.2041
100,13.6000,24.7030
100,13.8000,25.1030
100,14.0000,25.0040
100,14.4000,26.8000
100,14.4000,25.8039
100,15.0000,27.5027
100,15.0000,27.5027
100,15.4000,28.8000
100,15.2000,27.9027
100,15.0000,27.0037
100,15.2000,27.9099
100,15.6000,30.2033
100,16.4000,30.8000
100,16.4000,31.3024
100,16.4000,30.8000
100,16.6000,31.2064
100,16.6000,31.2000
100,17.2000,32.4062
100,16.6000,31.2000
100,17.4000,32.8000
100,17.4000,31.8157
100,17.6000,33.7022
100,17.6000,31.7465
100,18.2000,34.4000
100,18.4000,34.3022
100,18.8000,35.6000
100,20.2000,27.0363
100,20.0000,39.5019
100,18.4000,34.8000
100,18.6000,35.2000
100,19.4000,35.8028
100,19.4000,37.8026
100,19.2000,34.9251
100,19.6000,35.7245
100,9.33333,5.64702
100,9.83333,5.81425
100,10.1667,5.66912
100,10.0000,5.22813
100,9.83333,6.03922
100,9.50000,5.70818
100,10.1667,5.27310
100,9.50000,5.70818
100,9.50000,8.82704
100,9.66667,6.07362
100,0.666667,1.10554
100,9.83333,5.75664
100,9.66667,5.73488
100,9.00000,7.00000
100,9.66667,5.87840
100,9.83333,5.81425
100,9.33333,5.37484
100,1.33333,1.24722
100,0.833333,1.46249
100,9.83333,5.01387
100,9.83333,5.81425
100,9.83333,5.98377
100,9.66667,6.07362
100,0.833333,1.46249
100,0.666667,1.10554
100,10.1667,5.63964
100,10.0000,5.59762
100,10.1667,5.45945
100,9.83333,6.03922
100,10.3333,5.21749
100,6.33333,4.67856
100,9.66667,5.96285
100,9.83333,5.98377
100,9.66667,5.21749
100,6.33333,6.47216
100,6.16667,5.87130
100,10.0000,5.41603
100,9.66667,7.15697
100,3.33333,3.72678
100,10.0000,5.62731
100,9.83333,5.78552
100,10.0000,5.41603
100,10.1667,5.20950
100,10.1667,5.20950
100,10.0000,5.44671
100,10.3333,6.10100
100,9.66667,5.31246
100,3.33333,4.14997
100,9.66667,6.07362
100,9.50000,5.99305
100,9.16667,5.45945
100,9.66667,5.84998
100,10.1667,5.01387
100,0.500000,0.763763
100,9.83333,5.78552
100,10.0000,5.53775
100,9.16667,5.45945
100,6.00000,5.85947
100,0.833333,1.46249
100,10.1667,5.69844
100,9.66667,5.49747
100,0.666667,0.745356
100,6.33333,4.85341
100,9.16667,9.35266
100,9.33333,5.64702
100,9.33333,5.52771
100,9.83333,5.66912
100,0.666667,1.49071
100,10.0000,5.44671
100,9.83333,5.98377
100,6.33333,4.60676
100,10.0000,5.80230
100,9.83333,4.94694
100,10.0000,5.94418
100,6.66667,4.71405
100,10.1667,5.33594
100,9.83333,5.45945
100,9.33333,5.61743
100,9.83333,5.01387
100,9.33333,5.58768
100,9.16667,5.48989
100,10.0000,5.22813
100,8.83333,5.63964
100,10.0000,5.03322
100,9.50000,5.22015
100,8.66667,6.87184
100,9.66667,5.05525
100,9.50000,5.22015
100,9.83333,5.17741
100,9.16667,8.95203
100,0.666667,1.10554
100,9.50000,6.47431
100,10.1667,5.01387
100,10.1667,5.20950
100,9.83333,6.86578
100,9.66667,9.32142
100,10.0000,5.32291
100,10.0000,5.94418
100,9.66667,5.64702
100,1.50000,1.50000
100,2.00000,1.67332
100,2.10000,1.64012
100,2.20000,1.53623
100,2.40000,1.56205
100,2.10000,1.64012
100,5.00000,3.22490
100,3.50000,2.53969
100,2.20000,2.03961
100,4.70000,2.72213
100,5.00000,3.03315
100,1.70000,1.67631
100,1.70000,1.95192
100,4.70000,3.10000
100,2.40000,1.56205
100,4.80000,2.85657
100,1.80000,2.18174
100,2.30000,1.61555
100,2.10000,1.81384
100,1.70000,1.95192
100,1.80000,1.77764
100,2.20000,1.40000
100,1.80000,1.77764
100,4.90000,3.11288
100,2.30000,1.67631
100,1.80000,2.03961
100,3.90000,2.07123
100,2.50000,1.43178
100,2.00000,1.67332
100,3.60000,2.15407
100,3.60000,1.90788
100,2.30000,1.67631
100,4.80000,2.99333
100,2.50000,1.56525
100,2.20000,1.53623
100,1.80000,1.83303
100,2.00000,1.67332
100,4.70000,3.25730
100,2.20000,1.40000
100,4.60000,3.32265
100,4.80000,3.05941
100,2.10000,1.64012
100,4.80000,3.28024
100,2.00000,1.67332
100,4.80000,3.28024
100,4.70000,3.49428
100,3.50000,2.53969
100,4.80000,3.28024
100,4.60000,3.26190
100,2.40000,1.56205
100,2.20000,1.53623
100,2.20000,1.53623
100,4.70000,3.03480
100,4.80000,3.21870
100,4.80000,3.21870
100,4.80000,3.15595
100,2.00000,2.04939
100,2.80000,1.32665
100,2.10000,1.51327
100,4.80000,2.78568
100,3.20000,1.88680
100,2.10000,1.64012
100,3.90000,2.34307
100,4.80000,3.02655
100,2.10000,1.64012
100,3.60000,2.15407
100,2.40000,1.56205
100,3.80000,2.18174
100,4.90000,3.04795
100,3.90000,1.81384
100,2.10000,1.64012
100,2.20000,2.08806
100,4.90000,3.14484
100,2.50000,1.56525
100,2.10000,1.57797
100,2.50000,1.56525
100,2.30000,1.67631
100,3.90000,1.97231
100,4.30000,3.06757
100,2.10000,1.51327
100,5.20000,3.18748
100,1.80000,2.03961
100,4.80000,3.09192
100,2.40000,1.56205
100,2.40000,1.56205
100,4.60000,4.58694
100,3.90000,1.92094
100,3.70000,1.95192
100,4.60000,3.32265
100,1.80000,2.08806
100,4.70000,3.10000
100,1.70000,1.84662
100,4.60000,3.55528
100,3.50000,2.57876
100,2.40000,1.56205
100,2.40000,1.56205
100,2.20000,1.40000
100,2.20000,1.40000
100,4.80000,3.42929
100,2.40000,1.56205
100,1.90000,1.97231
150,3.39638,1.17893
150,3.38279,0.988391
150,3.38392,0.996512
150,3.40091,1.22085
150,3.38279,0.969885
150,3.37826,0.931190
150,3.40204,1.24664
150,3.39751,1.15379
150,3.38052,0.951928
150,3.38165,0.967409
150,3.39411,1.13467
150,3.39411,1.15053
150,3.38845,1.06193
150,3.38392,0.996512
150,3.39751,1.20281
150,3.39864,1.22529
150,3.38279,0.971052
150,3.39298,1.12756
150,3.38845,1.04147
150,3.39638,1.14877
150,3.38505,1.02355
150,3.39638,1.14581
150,3.39298,1.13157
150,3.38618,1.04449
150,3.39071,1.09885
150,3.39298,1.12454
